"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1714",1,2014-06-13,110,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,1,"Male",21
"1715",1,2014-06-13,110,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,2,"Male",24
"1716",2,2014-06-14,1258,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",32
"1717",1,2014-06-14,1812,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",17
"1718",1,2014-06-14,1812,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",17
"1719",2,2014-06-15,700,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",87
"1720",1,2014-06-16,1946,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",8
"1721",3,2014-06-16,805,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",43
"1722",3,2014-06-16,805,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",22
"1723",3,2014-06-16,805,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",23
"1724",3,2014-06-16,805,"Motorway","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",23
"1725",1,2014-06-17,1731,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",57
"1726",2,2014-06-17,1755,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",32
"1727",3,2014-06-18,1610,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",20
"1728",1,2014-06-18,1632,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",44
"1729",2,2014-06-18,1814,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Female",18
"1730",2,2014-06-18,1814,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",23
"1731",2,2014-06-18,1814,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",22
"1732",2,2014-06-20,1200,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",37
"1733",1,2014-06-20,1530,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",54
"1734",2,2014-06-22,1000,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",33
"1735",2,2014-06-23,1623,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",40
"1736",2,2014-06-24,2210,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",28
"1737",2,2014-06-24,2210,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",18
"1738",2,2014-06-25,838,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",67
"1739",1,2014-06-25,1208,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",84
"1740",2,2014-06-25,1240,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,2,"Male",54
"1741",2,2014-06-28,950,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",55
"1742",2,2014-06-28,830,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",37
"1743",2,2014-06-29,1437,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,3,"Male",17
"1744",1,2014-06-30,1305,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",63
"1745",2,2014-07-02,1745,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",36
"1746",2,2014-07-03,1700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",37
"1747",2,2014-07-03,1700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",45
"1748",2,2014-07-03,1700,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",51
"1749",1,2014-07-03,2010,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",16
"1750",2,2014-07-03,2316,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",22
"1751",2,2014-07-03,2316,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",28
"1752",3,2014-07-04,1615,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,2,"Female",51
"1753",3,2014-07-04,1615,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,2,"Male",42
"1754",3,2014-07-04,1615,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",30
"1755",3,2014-07-04,1615,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",5
"1756",3,2014-07-04,1615,"Motorway","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",3
"1757",1,2014-07-04,2000,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",26
"1758",2,2014-07-06,750,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",36
"1759",1,2014-07-06,1430,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",66
"1760",1,2014-07-06,1800,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",35
"1761",1,2014-07-06,2125,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",44
"1762",2,2014-07-07,1805,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",59
"1763",1,2014-07-08,1640,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",17
"1764",1,2014-07-09,1500,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",14
"1765",2,2014-07-10,945,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",83
"1766",2,2014-07-16,738,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Female",51
"1767",1,2014-07-18,352,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",40
"1768",1,2014-07-18,352,"Motorway","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Female",46
"1769",5,2014-07-18,2120,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",24
"1770",1,2014-07-19,1330,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",1,1,3,"Male",23
"1771",1,2014-07-19,1715,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",51
"1772",2,2014-07-19,1905,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",58
"1773",1,2014-07-19,1915,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,3,2,"Male",8
"1774",1,2014-07-19,2000,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",27
"1775",2,2014-07-20,1715,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",3
"1776",2,2014-07-22,2245,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",49
"1777",2,2014-07-22,2245,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",63
"1778",3,2014-07-22,1615,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",47
"1779",3,2014-07-22,1615,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",19
"1780",3,2014-07-22,1615,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",19
"1781",1,2014-07-23,1942,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",70
"1782",1,2014-07-23,1500,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",13
"1783",1,2014-07-26,1100,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",20,3,3,"Male",89
"1784",2,2014-07-26,930,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",29
"1785",2,2014-07-26,930,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",29
"1786",2,2014-07-27,1505,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",41
"1787",2,2014-07-28,730,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",29
"1788",2,2014-07-29,1800,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",69
"1789",2,2014-07-30,1913,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",46
"1790",1,2014-08-02,1414,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Male",44
"1791",1,2014-08-02,1414,"B","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,2,3,"Female",43
"1792",1,2014-08-02,1453,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",37
"1793",1,2014-08-02,1453,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",34
"1794",1,2014-08-03,1740,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",8
"1795",3,2014-08-03,1823,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Female",28
"1796",2,2014-08-06,1050,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Male",6
"1797",2,2014-08-06,1725,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",47
"1798",1,2014-08-06,1951,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Male",4
"1799",1,2014-08-07,415,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",15
"1800",2,2014-08-08,2136,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",2,1,3,"Male",17
"1801",1,2014-08-09,1230,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",1
"1802",1,2014-08-09,2050,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",31
"1803",1,2014-08-09,2050,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,2,"Female",30
"1804",2,2014-08-09,2250,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",8,2,3,"Female",15
"1805",2,2014-08-09,2250,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",3,1,2,"Male",46
"1806",2,2014-08-09,2250,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",8,2,3,"Female",16
"1807",2,2014-08-10,1130,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",41
"1808",2,2014-08-11,1100,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",54
"1809",2,2014-08-11,1605,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",15
"1810",1,2014-08-11,2208,"B","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",2,1,2,"Male",60
"1811",2,2014-08-12,2158,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",21
"1812",2,2014-08-12,2158,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",30
"1813",2,2014-08-12,2158,"Unknown","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",25
"1814",2,2014-08-15,1607,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",38
"1815",2,2014-08-15,1607,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",15
"1816",3,2014-08-16,1315,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",48
"1817",2,2014-08-17,1200,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",82
"1818",2,2014-08-15,1200,"Unknown","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",90,1,3,"Male",51
"1819",2,2014-08-19,700,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",39
"1820",2,2014-08-22,1105,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",26
"1821",2,2014-08-22,1515,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",1,1,3,"Male",49
"1822",2,2014-08-22,800,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,3,"Male",31
"1823",2,2014-08-24,1805,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",39
"1824",1,2014-08-25,735,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,2,"Male",34
"1825",1,2014-08-26,1330,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",33
"1826",2,2014-08-27,1229,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",25
"1827",1,2014-08-28,800,"A","Dry","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",29
"1828",1,2014-08-28,800,"A","Dry","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,2,3,"Female",24
"1829",2,2014-08-31,1740,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",21
"1830",2,2014-08-31,1740,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",13
"1831",2,2014-09-01,2100,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",25
"1832",2,2014-09-02,1000,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Female",53
"1833",1,2014-09-03,1130,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",54
"1834",2,2014-09-04,2052,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",42
"1835",1,2014-09-05,415,"A","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",19
"1836",3,2014-09-08,1405,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",90,1,3,"Female",66
"1837",1,2014-09-08,840,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",53
"1838",2,2014-09-08,1610,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",55
"1839",2,2014-09-08,1924,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,2,"Male",45
"1840",3,2014-09-09,820,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",6
"1841",1,2014-09-10,1537,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",10
"1842",2,2014-09-11,1535,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",12
"1843",2,2014-09-11,1535,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",11
"1844",3,2014-09-11,2350,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",25
"1845",2,2014-09-12,820,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",38
"1846",2,2014-09-14,308,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",8,2,3,"Male",43
"1847",2,2014-09-14,308,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",8,2,2,"Female",40
"1848",2,2014-09-14,308,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",8,1,2,"Male",54
"1849",3,2014-09-14,1940,"Unknown","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",78
"1850",1,2014-09-15,948,"A","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",24
"1851",1,2014-09-16,927,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,3,2,"Female",45
"1852",2,2014-09-16,1934,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",40
"1853",2,2014-09-16,1934,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",9
"1854",1,2014-09-18,910,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",36
"1855",2,2014-09-19,2110,"A","Wet/Damp","Darkness: Street Lights Present::On","Dark","Snowing, no high winds",3,1,2,"Male",26
"1856",2,2014-09-21,959,"A","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",54
"1857",1,2014-09-23,1650,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",6
"1858",2,2014-09-24,1800,"B","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",1,1,3,"Male",21
"1859",2,2014-09-26,1400,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",52
"1860",2,2014-09-26,1400,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",79
"1861",2,2014-09-26,1400,"Unknown","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,2,"Female",78
